id,v_f_init,d_init,v_l_init,a_1,a_2,tau_s,tau_1,tau_2
671,0,1.21,0,0,0,5,0,0
672,1.9,9.11,0,0,0,5,0,0
673,0.98,4.35,0,0,0,5,0,0
674,0,2.53,0,0,0,5,0,0
675,1.68,7,0,0,0,5,0,0
676,2.93,14.71,0,0,0,5,0,0
677,0,1.98,0,0,0,5,0,0
678,2.93,14.71,0,0,0,5,0,0
679,0,1.18,0,0,0,5,0,0
680,2.48,13.43,0,0,0,5,0,0
681,0.74,3.18,0,0,0,5,0,0
682,2.96,15.76,0,0,0,5,0,0
683,0,1.38,0,0,0,5,0,0
684,0,1.09,0,0,0,5,0,0
685,7.88,37.66,0,0,0,5,0,0
686,0,2.15,0,0,0,5,0,0
687,2.89,13.11,0,0,0,5,0,0
688,0,2.41,0,0,0,5,0,0
689,0,1.13,0,0,0,5,0,0
690,0,1.33,0,0,0,5,0,0
691,1.25,5.9,0,0,0,5,0,0
692,0,1.66,0,0,0,5,0,0
693,0,1.19,0,0,0,5,0,0
694,0,0.96,0,0,0,5,0,0
695,0,1.79,0,0,0,5,0,0
696,1.02,4.54,0,0,0,5,0,0
697,2.36,11.31,0,0,0,5,0,0
698,2.56,12.85,0,0,0,5,0,0
699,0.82,3.95,0,0,0,5,0,0
700,3.27,14.91,0,0,0,5,0,0
701,1.38,6.9,0,0,0,5,0,0
702,1.57,7.33,0,0,0,5,0,0
703,0,2.08,0,0,0,5,0,0
704,1.42,6.63,0,0,0,5,0,0
705,1.8,9.26,0,0,0,5,0,0
706,0,1.44,0,0,0,5,0,0
707,3.05,14.14,0,0,0,5,0,0
708,3.37,17.72,0,0,0,5,0,0
709,0,3.32,0,0,0,5,0,0
710,3.93,20.14,0,0,0,5,0,0
711,1.36,5.95,0,0,0,5,0,0
712,0,6.15,0,0,0,5,0,0
713,3.47,17.77,0,0,0,5,0,0
714,2.5,12.04,0,0,0,5,0,0
715,0,1.74,0,0,0,5,0,0
716,3.33,15.19,0,0,0,5,0,0
717,0,3.28,0,0,0,5,0,0
718,6.96,32.28,0,0,0,5,0,0
719,0,3.75,0,0,0,5,0,0
720,0,1.83,0,0,0,5,0,0
721,0,3.04,0,0,0,5,0,0
722,0,1.71,0,0,0,5,0,0
723,0,1.7,0,0,0,5,0,0
724,0,3.48,0,0,0,5,0,0
725,0,1.03,0,0,0,5,0,0
726,0,2.08,0,0,0,5,0,0
727,0,1.18,0,0,0,5,0,0
728,2.93,15.26,0,0,0,5,0,0
729,1.25,5.74,0,0,0,5,0,0
730,3.57,18.27,0,0,0,5,0,0
731,2.42,11.76,0,0,0,5,0,0
732,0,1.3,0,0,0,5,0,0
733,10.06,48.24,0,0,0,5,0,0
734,0,2.98,0,0,0,5,0,0
735,0,1.23,0,0,0,5,0,0
736,0,1.21,0,0,0,5,0,0
737,12.8,55.25,0,0,0,5,0,0
738,2.37,11.59,0,0,0,5,0,0
739,1.42,6.93,0,0,0,5,0,0
740,0,1.11,0,0,0,5,0,0
741,0,2.41,0,0,0,5,0,0
742,0,1.53,0,0,0,5,0,0
743,0,2.61,0,0,0,5,0,0
744,0,1.24,0,0,0,5,0,0
745,0,3.2,0,0,0,5,0,0
746,0,1.64,0,0,0,5,0,0
747,1.54,7.77,0,0,0,5,0,0
748,0,1.13,0,0,0,5,0,0
749,0,2.86,0,0,0,5,0,0
750,0,2.89,0,0,0,5,0,0
751,0,1.24,0,0,0,5,0,0
752,2.92,14.06,0,0,0,5,0,0
753,0,1.12,0,0,0,5,0,0
754,4,17.4,0,0,0,5,0,0
755,0,1.09,0,0,0,5,0,0
756,0,1.26,0,0,0,5,0,0
757,0,3.13,0,0,0,5,0,0
758,0,1.04,0,0,0,5,0,0
759,0,1.15,0,0,0,5,0,0
760,0,1.14,0,0,0,5,0,0
761,0,2.83,0,0,0,5,0,0
762,0,4.16,0,0,0,5,0,0
763,0,1.49,0,0,0,5,0,0
764,0,1.42,0,0,0,5,0,0
765,0,1.41,0,0,0,5,0,0
766,0,1.1,0,0,0,5,0,0
767,3.56,16.06,0,0,0,5,0,0
768,0,1.15,0,0,0,5,0,0
769,3.57,17.27,0,0,0,5,0,0
770,0,5.55,0,0,0,5,0,0
771,5.44,25.59,0,0,0,5,0,0
772,0,2.37,0,0,0,5,0,0
773,1.98,9.51,0,0,0,5,0,0
774,10.73,46.49,0,0,0,5,0,0
775,1.9,8.44,0,0,0,5,0,0
776,1.14,5.12,0,0,0,5,0,0
777,1.05,5.48,0,0,0,5,0,0
778,0,2.17,0,0,0,5,0,0
779,1.68,8,0,0,0,5,0,0
780,2.2,10.39,0,0,0,5,0,0
781,0,4.02,0,0,0,5,0,0
782,0,1.19,0,0,0,5,0,0
783,3.47,14.81,0,0,0,5,0,0
784,0.9,3.97,0,0,0,5,0,0
785,0,5.03,0,0,0,5,0,0
786,0,1.05,0,0,0,5,0,0
787,1.73,8.35,0,0,0,5,0,0
788,0,1.05,0,0,0,5,0,0
789,8.4,40.44,0,0,0,5,0,0
790,0,1,0,0,0,5,0,0
791,0,1.89,0,0,0,5,0,0
792,4.71,24.99,0,0,0,5,0,0
793,0,1.38,0,0,0,5,0,0
794,1.11,4.89,0,0,0,5,0,0
795,1.58,7.47,0,0,0,5,0,0
796,6.99,36.26,0,0,0,5,0,0
797,1.3,6.3,0,0,0,5,0,0
798,0,1.44,0,0,0,5,0,0
799,3.48,15.84,0,0,0,5,0,0
800,3.87,18.94,0,0,0,5,0,0
801,0,1.59,0,0,0,5,0,0
802,0,1.45,0,0,0,5,0,0
803,0,1.03,0,0,0,5,0,0
804,0,1.59,0,0,0,5,0,0
805,0,1.19,0,0,0,5,0,0
806,0,1.55,0,0,0,5,0,0
807,0,1.43,0,0,0,5,0,0
808,1.96,8.83,0,0,0,5,0,0
809,2.33,11.59,0,0,0,5,0,0
810,4.43,20.91,0,0,0,5,0,0
811,0,1.53,0,0,0,5,0,0
812,0,3.62,0,0,0,5,0,0
813,0,1.36,0,0,0,5,0,0
814,1.41,7.12,0,0,0,5,0,0
815,1.34,6.1,0,0,0,5,0,0
816,0,1.2,0,0,0,5,0,0
817,0,2.24,0,0,0,5,0,0
818,0,1.19,0,0,0,5,0,0
819,1.69,8.51,0,0,0,5,0,0
820,1.08,4.96,0,0,0,5,0,0
821,0,2.27,0,0,0,5,0,0
822,0,1.01,0,0,0,5,0,0
823,0,2.16,0,0,0,5,0,0
824,0,2.75,0,0,0,5,0,0
825,0,2.17,0,0,0,5,0,0
826,0,3.26,0,0,0,5,0,0
827,5.29,25.26,0,0,0,5,0,0
828,0,2.14,0,0,0,5,0,0
829,1.53,7.31,0,0,0,5,0,0
830,0,2.2,0,0,0,5,0,0
831,0,1.74,0,0,0,5,0,0
832,0,1.38,0,0,0,5,0,0
833,0,1.93,0,0,0,5,0,0
834,5.08,26.33,0,0,0,5,0,0
835,0,1.53,0,0,0,5,0,0
836,0,1.44,0,0,0,5,0,0
837,0,2.57,0,0,0,5,0,0
838,0,1.33,0,0,0,5,0,0
839,3.25,15.71,0,0,0,5,0,0
840,0,2.07,0,0,0,5,0,0
841,0,1.16,0,0,0,5,0,0
842,0,4.39,0,0,0,5,0,0
843,0,1.76,0,0,0,5,0,0
844,2.35,11.81,0,0,0,5,0,0
845,0,1.07,0,0,0,5,0,0
846,0,4.25,0,0,0,5,0,0
847,3.32,14.3,0,0,0,5,0,0
848,0,0.96,0,0,0,5,0,0
849,1.69,8.53,0,0,0,5,0,0
850,0,1.21,0,0,0,5,0,0
851,1.46,6.6,0,0,0,5,0,0
852,1.75,8.37,0,0,0,5,0,0
853,0,2.38,0,0,0,5,0,0
854,0,1.17,0,0,0,5,0,0
855,0,1.45,0,0,0,5,0,0
856,0,3.3,0,0,0,5,0,0
857,1.61,6.52,0,0,0,5,0,0
858,0.9,4,0,0,0,5,0,0
859,0,1.44,0,0,0,5,0,0
860,0.76,3.48,0,0,0,5,0,0
861,0,1.78,0,0,0,5,0,0
862,0,1.7,0,0,0,5,0,0
863,2.38,10.8,0,0,0,5,0,0
864,0,1.47,0,0,0,5,0,0
865,0,1.92,0,0,0,5,0,0
866,2.64,11.67,0,0,0,5,0,0
867,1.46,6.78,0,0,0,5,0,0
868,10.95,51.94,0,0,0,5,0,0
869,0,2.12,0,0,0,5,0,0
870,0,2.2,0,0,0,5,0,0
871,0,1.34,0,0,0,5,0,0
872,0,1.41,0,0,0,5,0,0
873,1.11,5.13,0,0,0,5,0,0
874,0,1.18,0,0,0,5,0,0
875,3.42,16.07,0,0,0,5,0,0
876,0,2.1,0,0,0,5,0,0
877,0,1.03,0,0,0,5,0,0
878,2.64,13.55,0,0,0,5,0,0
879,0,1.71,0,0,0,5,0,0
880,0,1.38,0,0,0,5,0,0
881,1.94,9,0,0,0,5,0,0
882,0,1.22,0,0,0,5,0,0
883,1.75,8.23,0,0,0,5,0,0
884,0,1.12,0,0,0,5,0,0
885,0,2.27,0,0,0,5,0,0
886,0,1.09,0,0,0,5,0,0
887,0,1.21,0,0,0,5,0,0
888,0,1.31,0,0,0,5,0,0
889,0,1.36,0,0,0,5,0,0
890,0,1.71,0,0,0,5,0,0
891,0,1.35,0,0,0,5,0,0
892,0,1.89,0,0,0,5,0,0
893,0,1.79,0,0,0,5,0,0
894,0,1.16,0,0,0,5,0,0
895,8.9,37.05,0,0,0,5,0,0
896,0,1.03,0,0,0,5,0,0
897,0,1.59,0,0,0,5,0,0
898,0,1.08,0,0,0,5,0,0
899,0,2.32,0,0,0,5,0,0
900,0,3.31,0,0,0,5,0,0
901,0,1.66,0,0,0,5,0,0
902,0,1.21,0,0,0,5,0,0
903,0,2.9,0,0,0,5,0,0
904,0,1.18,0,0,0,5,0,0
905,0,3.43,0,0,0,5,0,0
906,3.85,17.93,0,0,0,5,0,0
907,4.18,21.04,0,0,0,5,0,0
908,1.59,7.8,0,0,0,5,0,0
909,6.66,30.25,0,0,0,5,0,0
910,0,1.26,0,0,0,5,0,0
911,0.81,3.81,0,0,0,5,0,0
912,0,2.75,0,0,0,5,0,0
913,0,1.34,0,0,0,5,0,0
914,0,1.84,0,0,0,5,0,0
915,0,1.9,0,0,0,5,0,0
916,0,1.53,0,0,0,5,0,0
917,0,1.03,0,0,0,5,0,0
918,1.78,8.25,0,0,0,5,0,0
919,0,5.63,0,0,0,5,0,0
920,7.2,36.68,0,0,0,5,0,0
921,0,2.31,0,0,0,5,0,0
922,0,1.99,0,0,0,5,0,0
923,1.39,6.43,0,0,0,5,0,0
924,0,2.47,0,0,0,5,0,0
925,0,1.26,0,0,0,5,0,0
926,1.96,9.12,0,0,0,5,0,0
927,1.29,5.96,0,0,0,5,0,0
928,0,1.31,0,0,0,5,0,0
929,0,4.72,0,0,0,5,0,0
930,0,4.78,0,0,0,5,0,0
931,0,1.16,0,0,0,5,0,0
932,0,1.1,0,0,0,5,0,0
933,2.79,14.46,0,0,0,5,0,0
934,6.92,36.68,0,0,0,5,0,0
935,3.27,15.65,0,0,0,5,0,0
936,0,2.57,0,0,0,5,0,0
937,0.93,4.46,0,0,0,5,0,0
938,2.65,13.64,0,0,0,5,0,0
939,0,1.21,0,0,0,5,0,0
940,3.87,17.74,0,0,0,5,0,0
941,1.83,8.8,0,0,0,5,0,0
942,5.57,26.38,0,0,0,5,0,0
943,0,1.16,0,0,0,5,0,0
944,0,1.02,0,0,0,5,0,0
945,3.72,18.4,0,0,0,5,0,0
946,0,1.79,0,0,0,5,0,0
947,2.45,11.73,0,0,0,5,0,0
948,0,0.98,0,0,0,5,0,0
949,1.49,6.79,0,0,0,5,0,0
950,0,3.31,0,0,0,5,0,0
951,0.52,2.09,0,0,0,5,0,0
952,0,1.57,0,0,0,5,0,0
953,0,3.27,0,0,0,5,0,0
954,5.77,29,0,0,0,5,0,0
955,0,1.65,0,0,0,5,0,0
956,0,1.27,0,0,0,5,0,0
957,0,3.97,0,0,0,5,0,0
958,2.36,11.39,0,0,0,5,0,0
959,0,1.02,0,0,0,5,0,0
960,1.14,4.8,0,0,0,5,0,0
961,4.36,19.41,0,0,0,5,0,0
962,0,1.13,0,0,0,5,0,0
963,0,2.3,0,0,0,5,0,0
964,0,1.14,0,0,0,5,0,0
965,5.87,29.57,0,0,0,5,0,0
966,0,3.44,0,0,0,5,0,0
967,0,1.26,0,0,0,5,0,0
968,0,1.76,0,0,0,5,0,0
969,0,2.25,0,0,0,5,0,0
970,1.74,8.5,0,0,0,5,0,0
971,1.99,8.66,0,0,0,5,0,0
972,2.37,11.55,0,0,0,5,0,0
973,6.24,27.91,0,0,0,5,0,0
974,2.29,11.5,0,0,0,5,0,0
975,4.47,21.29,0,0,0,5,0,0
976,0,1.44,0,0,0,5,0,0
977,0,1.16,0,0,0,5,0,0
978,1.54,7.5,0,0,0,5,0,0
979,0,1.5,0,0,0,5,0,0
980,6.08,32.83,0,0,0,5,0,0
981,0,3.04,0,0,0,5,0,0
982,0,1.48,0,0,0,5,0,0
983,1.03,4.94,0,0,0,5,0,0
984,0,1.32,0,0,0,5,0,0
985,1.9,9.5,0,0,0,5,0,0
986,0,2.28,0,0,0,5,0,0
987,2.27,10.9,0,0,0,5,0,0
988,0,1.38,0,0,0,5,0,0
989,2.5,11.26,0,0,0,5,0,0
990,0,3.02,0,0,0,5,0,0
991,0,2.13,0,0,0,5,0,0
992,0,1.32,0,0,0,5,0,0
993,0,2.57,0,0,0,5,0,0
994,8.65,39.98,0,0,0,5,0,0
995,0,1,0,0,0,5,0,0
996,0,1.62,0,0,0,5,0,0
997,0.89,3.77,0,0,0,5,0,0
998,0,1.02,0,0,0,5,0,0
999,0.94,4.29,0,0,0,5,0,0
1000,0,2.25,0,0,0,5,0,0
1001,0,1.32,0,0,0,5,0,0
1002,0,2.32,0,0,0,5,0,0
1003,7.71,33.49,0,0,0,5,0,0
1004,1.17,5.11,0,0,0,5,0,0
1005,0,1.74,0,0,0,5,0,0
1006,0,1,0,0,0,5,0,0
1007,1.86,9.45,0,0,0,5,0,0
1008,0,1.88,0,0,0,5,0,0
1009,0,1.97,0,0,0,5,0,0
1010,2.62,12.57,0,0,0,5,0,0
1011,0,1.13,0,0,0,5,0,0
1012,0,2.15,0,0,0,5,0,0
1013,1.99,9.3,0,0,0,5,0,0
1014,0,1.44,0,0,0,5,0,0
1015,0,2.65,0,0,0,5,0,0
1016,0,1.09,0,0,0,5,0,0
1017,0,1.49,0,0,0,5,0,0
1018,1.49,6.97,0,0,0,5,0,0
1019,1.31,6.05,0,0,0,5,0,0
1020,0,1.26,0,0,0,5,0,0
1021,0,2.16,0,0,0,5,0,0
1022,0,3.21,0,0,0,5,0,0
1023,0,1.6,0,0,0,5,0,0
1024,0,1.8,0,0,0,5,0,0
1025,7.74,40.02,0,0,0,5,0,0
1026,0,2.49,0,0,0,5,0,0
1027,15.84,79.23,0,0,0,5,0,0
1028,3.28,16.52,0,0,0,5,0,0
1029,0,3.24,0,0,0,5,0,0
1030,2.43,12.56,0,0,0,5,0,0
1031,2.63,13.12,0,0,0,5,0,0
1032,0,6.54,0,0,0,5,0,0
1033,0,1.29,0,0,0,5,0,0
1034,2.17,10.39,0,0,0,5,0,0
1035,2.34,12.04,0,0,0,5,0,0
1036,0,1.28,0,0,0,5,0,0
1037,0,1.48,0,0,0,5,0,0
1038,5.53,25.28,0,0,0,5,0,0
1039,0,2.8,0,0,0,5,0,0
1040,0,1.04,0,0,0,5,0,0
1041,1.58,7.47,0,0,0,5,0,0
1042,2.38,10.24,0,0,0,5,0,0
1043,3.14,13.29,0,0,0,5,0,0
1044,3.99,21.03,0,0,0,5,0,0
1045,0,1.55,0,0,0,5,0,0
1046,0,4.85,0,0,0,5,0,0
1047,1.84,9.15,0,0,0,5,0,0
1048,0,1.22,0,0,0,5,0,0
1049,0,1.14,0,0,0,5,0,0
1050,0,4.27,0,0,0,5,0,0
1051,0,1.45,0,0,0,5,0,0
1052,1.41,6.42,0,0,0,5,0,0
1053,0,1.42,0,0,0,5,0,0
1054,1.4,6.35,0,0,0,5,0,0
1055,2.74,12.33,0,0,0,5,0,0
1056,2.49,10.86,0,0,0,5,0,0
1057,0,2.91,0,0,0,5,0,0
1058,0,2.71,0,0,0,5,0,0
1059,0,1.35,0,0,0,5,0,0
1060,2.27,9.84,0,0,0,5,0,0
1061,0,2.49,0,0,0,5,0,0
1062,3.4,15.17,0,0,0,5,0,0
1063,2.56,11.94,0,0,0,5,0,0
1064,0,1.01,0,0,0,5,0,0
1065,0,1.71,0,0,0,5,0,0
1066,0,1.39,0,0,0,5,0,0
1067,1.38,6.69,0,0,0,5,0,0
1068,0,4.5,0,0,0,5,0,0
1069,0,1.21,0,0,0,5,0,0
1070,1.64,8.37,0,0,0,5,0,0
1071,2.73,13.58,0,0,0,5,0,0
1072,0,1.24,0,0,0,5,0,0
1073,0,1.46,0,0,0,5,0,0
1074,1.41,6.42,0,0,0,5,0,0
1075,0.92,4.36,0,0,0,5,0,0
1076,0,1.53,0,0,0,5,0,0
1077,0,1.33,0,0,0,5,0,0
1078,3.24,13.99,0,0,0,5,0,0
1079,0,4.9,0,0,0,5,0,0
1080,0,1.29,0,0,0,5,0,0
1081,0,1.18,0,0,0,5,0,0
1082,0,1.61,0,0,0,5,0,0
1083,0,1.28,0,0,0,5,0,0
1084,5.84,31.4,0,0,0,5,0,0
1085,2.07,9.06,0,0,0,5,0,0
1086,0,2.8,0,0,0,5,0,0
1087,0,1.15,0,0,0,5,0,0
1088,0,2.22,0,0,0,5,0,0
1089,1.12,5.19,0,0,0,5,0,0
1090,0,0.96,0,0,0,5,0,0
1091,2.97,13.97,0,0,0,5,0,0
1092,4.76,21.52,0,0,0,5,0,0
1093,0,1.23,0,0,0,5,0,0
1094,0,1.45,0,0,0,5,0,0
1095,0,2.37,0,0,0,5,0,0
1096,0,1.8,0,0,0,5,0,0
1097,0,1.07,0,0,0,5,0,0
1098,1.23,5.72,0,0,0,5,0,0
1099,0,1.57,0,0,0,5,0,0
1100,3.03,14.87,0,0,0,5,0,0
1101,0,2.09,0,0,0,5,0,0
1102,0,4.91,0,0,0,5,0,0
1103,0,1.18,0,0,0,5,0,0
1104,0,2,0,0,0,5,0,0
1105,5.16,25.69,0,0,0,5,0,0
1106,2.05,10.38,0,0,0,5,0,0
1107,4.86,23.27,0,0,0,5,0,0
1108,4.21,20.3,0,0,0,5,0,0
1109,0,1.33,0,0,0,5,0,0
1110,0,4.73,0,0,0,5,0,0
1111,0,1.38,0,0,0,5,0,0
1112,5.29,25.26,0,0,0,5,0,0
1113,0.85,3.48,0,0,0,5,0,0
1114,1.15,5.23,0,0,0,5,0,0
1115,2.38,11.65,0,0,0,5,0,0
1116,1.94,9.32,0,0,0,5,0,0
1117,0,1.16,0,0,0,5,0,0
1118,0,1.9,0,0,0,5,0,0
1119,0.99,4.44,0,0,0,5,0,0
1120,2.27,10.29,0,0,0,5,0,0
1121,0,2.12,0,0,0,5,0,0
1122,0,2.28,0,0,0,5,0,0
1123,0,4.04,0,0,0,5,0,0
1124,1.85,8.31,0,0,0,5,0,0
1125,0,2.79,0,0,0,5,0,0
1126,1.41,7.18,0,0,0,5,0,0
1127,0,0.96,0,0,0,5,0,0
1128,5.08,26.33,0,0,0,5,0,0
1129,0,1.05,0,0,0,5,0,0
1130,0,3.75,0,0,0,5,0,0
1131,0.86,3.76,0,0,0,5,0,0
1132,5.29,25.26,0,0,0,5,0,0
1133,0,1.45,0,0,0,5,0,0
1134,0,2.04,0,0,0,5,0,0
1135,0,2.23,0,0,0,5,0,0
1136,0,1.05,0,0,0,5,0,0
1137,0,1.69,0,0,0,5,0,0
1138,1.2,5.21,0,0,0,5,0,0
1139,10.62,48.3,0,0,0,5,0,0
1140,5.01,24.63,0,0,0,5,0,0
1141,0,4.08,0,0,0,5,0,0
1142,0,2.38,0,0,0,5,0,0
1143,0,4.5,0,0,0,5,0,0
1144,0,1.03,0,0,0,5,0,0
1145,1.89,8.7,0,0,0,5,0,0
1146,0,1.43,0,0,0,5,0,0
1147,0,1.58,0,0,0,5,0,0
1148,0,1.71,0,0,0,5,0,0
1149,0,1.12,0,0,0,5,0,0
1150,4.4,18.57,0,0,0,5,0,0
1151,0,1,0,0,0,5,0,0
1152,2.53,13.89,0,0,0,5,0,0
1153,1.85,8.53,0,0,0,5,0,0
1154,0,3.12,0,0,0,5,0,0
1155,3.01,16.82,0,0,0,5,0,0
1156,0,1.44,0,0,0,5,0,0
1157,5.44,25.59,0,0,0,5,0,0
1158,0,1.56,0,0,0,5,0,0
1159,2.91,14.13,0,0,0,5,0,0
1160,7.46,40.49,0,0,0,5,0,0
1161,1.33,6.17,0,0,0,5,0,0
1162,0,1.6,0,0,0,5,0,0
1163,3.67,16.47,0,0,0,5,0,0
1164,0,1.91,0,0,0,5,0,0
1165,0,1.16,0,0,0,5,0,0
1166,5.42,25.1,0,0,0,5,0,0
1167,3.12,16.73,0,0,0,5,0,0
1168,4.15,20.57,0,0,0,5,0,0
1169,1.1,4.99,0,0,0,5,0,0
1170,0,1.11,0,0,0,5,0,0
1171,0,1.45,0,0,0,5,0,0
1172,1.35,6.42,0,0,0,5,0,0
1173,0,1.4,0,0,0,5,0,0
1174,0,1.11,0,0,0,5,0,0
1175,0,3.81,0,0,0,5,0,0
1176,1.87,8.9,0,0,0,5,0,0
1177,0,2.89,0,0,0,5,0,0
1178,1.92,9.35,0,0,0,5,0,0
1179,0,2.21,0,0,0,5,0,0
1180,1.83,8.78,0,0,0,5,0,0
1181,0,3.05,0,0,0,5,0,0
1182,0,1.09,0,0,0,5,0,0
1183,0,1.64,0,0,0,5,0,0
1184,0,1.95,0,0,0,5,0,0
1185,0.39,1.44,0,0,0,5,0,0
1186,2.84,12.84,0,0,0,5,0,0
1187,2.11,9.55,0,0,0,5,0,0
1188,0,1.37,0,0,0,5,0,0
1189,0,1.26,0,0,0,5,0,0
1190,4.58,23.74,0,0,0,5,0,0
1191,0,0.98,0,0,0,5,0,0
1192,0,1.47,0,0,0,5,0,0
1193,0.81,3.46,0,0,0,5,0,0
1194,6.71,32.02,0,0,0,5,0,0
1195,4.12,17.94,0,0,0,5,0,0
1196,0,2.16,0,0,0,5,0,0
1197,0,2.71,0,0,0,5,0,0
1198,0,1.05,0,0,0,5,0,0
1199,0,3.43,0,0,0,5,0,0
1200,0,2.01,0,0,0,5,0,0
1201,0,4.16,0,0,0,5,0,0
1202,0,1.36,0,0,0,5,0,0
1203,0,1.91,0,0,0,5,0,0
1204,1.29,6.06,0,0,0,5,0,0
1205,1.67,7.98,0,0,0,5,0,0
1206,2.2,10.1,0,0,0,5,0,0
1207,3.28,17.4,0,0,0,5,0,0
1208,2.53,12.07,0,0,0,5,0,0
1209,0,1.36,0,0,0,5,0,0
1210,0,1.35,0,0,0,5,0,0
1211,0,2.8,0,0,0,5,0,0
1212,0,1.42,0,0,0,5,0,0
1213,0,1.04,0,0,0,5,0,0
1214,0,1.15,0,0,0,5,0,0
1215,2.61,11.76,0,0,0,5,0,0
1216,0,1.15,0,0,0,5,0,0
1217,0,1.31,0,0,0,5,0,0
1218,9.06,39.26,0,0,0,5,0,0
1219,0,1.28,0,0,0,5,0,0
1220,0,2.62,0,0,0,5,0,0
1221,0,3.43,0,0,0,5,0,0
1222,0,1.56,0,0,0,5,0,0
1223,0,1.01,0,0,0,5,0,0
1224,5.42,24.83,0,0,0,5,0,0
1225,0,1.08,0,0,0,5,0,0
1226,3.57,16.18,0,0,0,5,0,0
1227,0,2.35,0,0,0,5,0,0
1228,8.76,43.62,0,0,0,5,0,0
1229,1.79,8.53,0,0,0,5,0,0
1230,2.45,12.16,0,0,0,5,0,0
1231,0,2.6,0,0,0,5,0,0
1232,3.86,18.99,0,0,0,5,0,0
1233,0,2.54,0,0,0,5,0,0
1234,3.99,17.02,0,0,0,5,0,0
1235,15.84,79.23,0,0,0,5,0,0
1236,1.3,6.3,0,0,0,5,0,0
1237,3.88,19.58,0,0,0,5,0,0
1238,1.75,7.8,0,0,0,5,0,0
1239,1.53,7.44,0,0,0,5,0,0
1240,0,2.32,0,0,0,5,0,0
1241,0,2.48,0,0,0,5,0,0
1242,1.08,4.76,0,0,0,5,0,0
1243,0,1.55,0,0,0,5,0,0
1244,0,1.54,0,0,0,5,0,0
1245,0,3.55,0,0,0,5,0,0
1246,0,1.36,0,0,0,5,0,0
1247,0,3.25,0,0,0,5,0,0
1248,0,2.11,0,0,0,5,0,0
1249,2.55,13.26,0,0,0,5,0,0
1250,2.25,11.06,0,0,0,5,0,0
1251,0,4.16,0,0,0,5,0,0
1252,0,2.88,0,0,0,5,0,0
1253,0,1.76,0,0,0,5,0,0
1254,4.44,22.04,0,0,0,5,0,0
1255,0,1.09,0,0,0,5,0,0
1256,0,1.65,0,0,0,5,0,0
1257,0,2.32,0,0,0,5,0,0
1258,0,2.41,0,0,0,5,0,0
1259,0,1.53,0,0,0,5,0,0
1260,4.28,20.38,0,0,0,5,0,0
1261,1.51,7.09,0,0,0,5,0,0
1262,2.27,10.9,0,0,0,5,0,0
1263,3.61,18,0,0,0,5,0,0
1264,0,1.41,0,0,0,5,0,0
1265,1.17,5.07,0,0,0,5,0,0
1266,3.99,17.02,0,0,0,5,0,0
1267,3.89,20.81,0,0,0,5,0,0
1268,3.98,18.72,0,0,0,5,0,0
1269,0,1.44,0,0,0,5,0,0
1270,2.77,11.98,0,0,0,5,0,0
1271,0,1.21,0,0,0,5,0,0
1272,0,4.91,0,0,0,5,0,0
1273,0,0.96,0,0,0,5,0,0
1274,0,2.22,0,0,0,5,0,0
1275,1.85,8.31,0,0,0,5,0,0
1276,0,1.19,0,0,0,5,0,0
1277,0,1.8,0,0,0,5,0,0
1278,0,1.71,0,0,0,5,0,0
1279,0,3.84,0,0,0,5,0,0
1280,0,1.71,0,0,0,5,0,0
1281,1.45,6.3,0,0,0,5,0,0
1282,0,1.01,0,0,0,5,0,0
1283,4.03,19.03,0,0,0,5,0,0
1284,0,1.3,0,0,0,5,0,0
1285,0,1.21,0,0,0,5,0,0
1286,0,1.82,0,0,0,5,0,0
1287,2.54,12.95,0,0,0,5,0,0
1288,2.79,13.2,0,0,0,5,0,0
1289,0,1.32,0,0,0,5,0,0
1290,0,3.54,0,0,0,5,0,0
1291,2.45,12.84,0,0,0,5,0,0
1292,0,1.58,0,0,0,5,0,0
1293,4,17.81,0,0,0,5,0,0
1294,0,2.6,0,0,0,5,0,0
1295,1.98,8.87,0,0,0,5,0,0
1296,0.78,3.17,0,0,0,5,0,0
1297,0,1.31,0,0,0,5,0,0
1298,1.47,7.27,0,0,0,5,0,0
1299,0,1.31,0,0,0,5,0,0
1300,4.37,23.02,0,0,0,5,0,0
1301,2.37,11.55,0,0,0,5,0,0
1302,0,1.07,0,0,0,5,0,0
1303,0,1.24,0,0,0,5,0,0
1304,0,1.2,0,0,0,5,0,0
1305,0,1.78,0,0,0,5,0,0
1306,0,1.65,0,0,0,5,0,0
1307,0,1.84,0,0,0,5,0,0
1308,11.62,55.39,0,0,0,5,0,0
1309,6.99,36.26,0,0,0,5,0,0
1310,0,1.2,0,0,0,5,0,0
1311,0,2,0,0,0,5,0,0
1312,0,1.02,0,0,0,5,0,0
1313,4.22,19.91,0,0,0,5,0,0
1314,0,1.48,0,0,0,5,0,0
1315,0,1.21,0,0,0,5,0,0
1316,1.11,5.71,0,0,0,5,0,0
1317,0,4.5,0,0,0,5,0,0
1318,0,0.97,0,0,0,5,0,0
1319,0,1.05,0,0,0,5,0,0
1320,0.66,2.9,0,0,0,5,0,0
1321,0,1.21,0,0,0,5,0,0
1322,4.4,22.26,0,0,0,5,0,0
1323,0,1.64,0,0,0,5,0,0
1324,2.11,9.55,0,0,0,5,0,0
1325,1.65,8.16,0,0,0,5,0,0
1326,2.86,11.94,0,0,0,5,0,0
